"rating","popularity","genre","mood"
4,0.392042087776024,-0.333333333333333,0
4,0.259511195485085,-1,1
3,0.847297860387203,0.333333333333333,1
4.5,-1.53393035992596,-0.555555555555556,1
2,-0.259511195485085,0.333333333333333,0
4,0.392042087776024,-0.2,0
1,-1.09861228866811,0.333333333333333,0
3.5,-1.7730673362159,-1,1
5,-0.669049628980885,-0.466666666666667,1
4,1.32687094064909,0.333333333333333,1
4,0.259511195485085,0.333333333333333,0
3,2.06142303617716,0.333333333333333,0
4,-0.669049628980885,0.333333333333333,0
3,-1.14209740060785,-0.333333333333333,1
3,-1.53393035992596,0.333333333333333,1
4,0.259511195485085,0.333333333333333,1
3,1.14209740060785,0.333333333333333,0
4,0.973449145714104,0.333333333333333,0
5,0.973449145714104,-0.666666666666667,1
4.5,-0.528067430200497,-0.555555555555556,0
2,0.669049628980885,0.333333333333333,0
5,0.129211731480006,-0.666666666666667,1
4,1.53393035992596,-0.2,0
3.5,-0.129211731480006,0.333333333333333,1
4,0.129211731480006,-0.555555555555556,1
3,-0.816761136527122,-0.666666666666667,0
3,-0.259511195485085,0.333333333333333,0
3,-0.528067430200497,0.333333333333333,0
3,2.97892515523761,0.333333333333333,0
4,-0.392042087776024,0.333333333333333,0
3,0.392042087776024,0.333333333333333,1
3.5,0.259511195485085,-1,1
4,-0.816761136527122,0.333333333333333,1
3.5,-1.7730673362159,-0.111111111111111,0
5,0.669049628980885,-0.111111111111111,0
5,-1.32687094064909,-1,1
2.5,-1.32687094064909,0.333333333333333,0
3,1.6094379124341,0.333333333333333,0
4,0.129211731480006,-1,1
5,-0.392042087776024,-0.333333333333333,1
1,-0.129211731480006,-1,0
3,0.973449145714104,-0.333333333333333,0
3,1.32687094064909,0.333333333333333,1
1,1.7730673362159,-0.111111111111111,1
3,0,0,1
0.5,-0.816761136527122,0.333333333333333,0
3,0.259511195485085,0.333333333333333,0
5,0.528067430200497,-1,0
2,-0.392042087776024,0.333333333333333,0
3,-0.129211731480006,0.333333333333333,1
5,-1.14209740060785,0.333333333333333,1
4,-1.7730673362159,0.333333333333333,1
4,0.259511195485085,-0.333333333333333,0
4,0.259511195485085,-0.333333333333333,1
3,-0.259511195485085,0.0666666666666667,0
1,-0.259511195485085,-0.666666666666667,0
5,0.129211731480006,-0.111111111111111,1
